function,strategy,dim,seed,fx
zakharov,TrimmedMeanCenterStrategy,20,10023,1.5631588397720666e+23
zakharov,TrimmedMeanCenterStrategy,20,12,9.021361411904337e+20
zakharov,TrimmedMeanCenterStrategy,20,675,1.7719699816764636e+21
zakharov,TrimmedMeanCenterStrategy,20,55,5.264050028704833e+21
zakharov,TrimmedMeanCenterStrategy,20,43,3.071373978199412e+22
zakharov,TrimmedMeanCenterStrategy,20,34534,9.047502783042313e+20
zakharov,TrimmedMeanCenterStrategy,20,22222,2.7681451793931875e+22
michalewicz,ArithmeticMeanCenterStrategy,2,42,-1.8013034100985519
michalewicz,ArithmeticMeanCenterStrategy,2,123,-1.8013034100985532
michalewicz,ArithmeticMeanCenterStrategy,2,7,-1.8013034100985532
michalewicz,ArithmeticMeanCenterStrategy,2,2024,-1.801303410098553
michalewicz,ArithmeticMeanCenterStrategy,2,999,-1.8013034100985523
michalewicz,ArithmeticMeanCenterStrategy,2,1,-0.8013034100985525
michalewicz,ArithmeticMeanCenterStrategy,2,314,-1.801303410098552
michalewicz,ArithmeticMeanCenterStrategy,2,2718,-0.8013034100582773
michalewicz,ArithmeticMeanCenterStrategy,2,2023,-1.8013034100985525
michalewicz,ArithmeticMeanCenterStrategy,2,86,-1.8013034100985523
michalewicz,ArithmeticMeanCenterStrategy,2,1000,-1.801303410098553
michalewicz,ArithmeticMeanCenterStrategy,2,2000,-1.7394857485607387
michalewicz,ArithmeticMeanCenterStrategy,2,1232,-1.8013034100985523
michalewicz,ArithmeticMeanCenterStrategy,2,10023,-1.8013034100985532
michalewicz,ArithmeticMeanCenterStrategy,2,12,-0.8013034100985534
michalewicz,ArithmeticMeanCenterStrategy,2,675,-1.801303410098553
michalewicz,ArithmeticMeanCenterStrategy,2,55,-1.801303410098553
michalewicz,ArithmeticMeanCenterStrategy,2,43,-1.8013034100985519
michalewicz,ArithmeticMeanCenterStrategy,2,34534,-1.8013034100985514
michalewicz,ArithmeticMeanCenterStrategy,2,22222,-1.801303410098552
michalewicz,MedianCenterStrategy,2,42,-1.8013034100985528
michalewicz,MedianCenterStrategy,2,123,-1.8013034100985528
michalewicz,MedianCenterStrategy,2,7,-1.7757153551435816
michalewicz,MedianCenterStrategy,2,2024,-1.8013034100985532
michalewicz,MedianCenterStrategy,2,999,-1.801303410098553
michalewicz,MedianCenterStrategy,2,1,-1.214059515620817
michalewicz,MedianCenterStrategy,2,314,-1.8013034100985528
michalewicz,MedianCenterStrategy,2,2718,-1.8013034100985528
michalewicz,MedianCenterStrategy,2,2023,-1.910535132383557
michalewicz,MedianCenterStrategy,2,86,-0.8013034100985817
michalewicz,MedianCenterStrategy,2,1000,-1.8013034100985532
michalewicz,MedianCenterStrategy,2,2000,-1.8013034100985532
michalewicz,MedianCenterStrategy,2,1232,-1.8013034100985528
michalewicz,MedianCenterStrategy,2,10023,-1.8013034100985528
michalewicz,MedianCenterStrategy,2,12,-1.6802988824367158
michalewicz,MedianCenterStrategy,2,675,-1.801303410098553
michalewicz,MedianCenterStrategy,2,55,-1.8013034100985532
michalewicz,MedianCenterStrategy,2,43,-0.8013034100985521
michalewicz,MedianCenterStrategy,2,34534,-1.8013034100985528
michalewicz,MedianCenterStrategy,2,22222,-1.8013034100985525
michalewicz,WeightedFitnessCenterStrategy,2,42,0.6243495184933088
michalewicz,WeightedFitnessCenterStrategy,2,123,-7.896361455863602e-19
michalewicz,WeightedFitnessCenterStrategy,2,7,-1.8013034100985519
michalewicz,WeightedFitnessCenterStrategy,2,2024,-1.8013034100985523
michalewicz,WeightedFitnessCenterStrategy,2,999,-1.801303410098552
michalewicz,WeightedFitnessCenterStrategy,2,1,0.06464389840821899
michalewicz,WeightedFitnessCenterStrategy,2,314,2.6848903635822088e-05
michalewicz,WeightedFitnessCenterStrategy,2,2718,0.00041451586643384265
michalewicz,WeightedFitnessCenterStrategy,2,2023,0.07557255126414027
michalewicz,WeightedFitnessCenterStrategy,2,86,-0.8013034100985517
michalewicz,WeightedFitnessCenterStrategy,2,1000,-0.19629895428907645
michalewicz,WeightedFitnessCenterStrategy,2,2000,-1.8013034100985519
michalewicz,WeightedFitnessCenterStrategy,2,1232,-1.8013034100985519
michalewicz,WeightedFitnessCenterStrategy,2,10023,0.038475354702302775
michalewicz,WeightedFitnessCenterStrategy,2,12,0.2883778814976366
michalewicz,WeightedFitnessCenterStrategy,2,675,-0.008478634902679147
michalewicz,WeightedFitnessCenterStrategy,2,55,-0.8013034100985519
michalewicz,WeightedFitnessCenterStrategy,2,43,-1.0
michalewicz,WeightedFitnessCenterStrategy,2,34534,-1.8013034100985528
michalewicz,WeightedFitnessCenterStrategy,2,22222,-0.8013034101843941
michalewicz,WeightedRankCenterStrategy,2,42,-1.0
michalewicz,WeightedRankCenterStrategy,2,123,-1.8013034100985532
michalewicz,WeightedRankCenterStrategy,2,7,-1.8013034100985528
michalewicz,WeightedRankCenterStrategy,2,2024,-1.8013034100985532
michalewicz,WeightedRankCenterStrategy,2,999,-1.801303410098552
michalewicz,WeightedRankCenterStrategy,2,1,-1.8013034100985519
michalewicz,WeightedRankCenterStrategy,2,314,-1.8013034100985528
michalewicz,WeightedRankCenterStrategy,2,2718,-0.8013034100985532
michalewicz,WeightedRankCenterStrategy,2,2023,-1.8013034100985532
michalewicz,WeightedRankCenterStrategy,2,86,-1.8013034100985525
michalewicz,WeightedRankCenterStrategy,2,1000,-0.8013034100985532
michalewicz,WeightedRankCenterStrategy,2,2000,-1.336108013808234
michalewicz,WeightedRankCenterStrategy,2,1232,-1.8013034100985528
michalewicz,WeightedRankCenterStrategy,2,10023,-1.8013034100985532
michalewicz,WeightedRankCenterStrategy,2,12,-1.8013034100985532
michalewicz,WeightedRankCenterStrategy,2,675,-1.8013034100985525
michalewicz,WeightedRankCenterStrategy,2,55,-1.8013034100985528
michalewicz,WeightedRankCenterStrategy,2,43,-1.8013034100985517
michalewicz,WeightedRankCenterStrategy,2,34534,-1.8013034100985523
michalewicz,WeightedRankCenterStrategy,2,22222,-1.8013034100985528
michalewicz,TrimmedMeanCenterStrategy,2,42,-1.8013034100985519
michalewicz,TrimmedMeanCenterStrategy,2,123,-1.8013034100985523
michalewicz,TrimmedMeanCenterStrategy,2,7,-1.8013034100985519
michalewicz,TrimmedMeanCenterStrategy,2,2024,-1.2140595156208165
michalewicz,TrimmedMeanCenterStrategy,2,999,-1.8013034100985519
michalewicz,TrimmedMeanCenterStrategy,2,1,-1.2140595156208156
michalewicz,TrimmedMeanCenterStrategy,2,314,-1.8013034100985534
michalewicz,TrimmedMeanCenterStrategy,2,2718,-0.8013034100985233
michalewicz,TrimmedMeanCenterStrategy,2,2023,-1.8013034100985532
michalewicz,TrimmedMeanCenterStrategy,2,86,-1.8013034100985523
michalewicz,TrimmedMeanCenterStrategy,2,1000,-1.4808405580499617
michalewicz,TrimmedMeanCenterStrategy,2,2000,-1.8013034100985532
michalewicz,TrimmedMeanCenterStrategy,2,1232,-1.8013034100985525
michalewicz,TrimmedMeanCenterStrategy,2,10023,-1.801292019970053
michalewicz,TrimmedMeanCenterStrategy,2,12,-1.8013034100985523
michalewicz,TrimmedMeanCenterStrategy,2,675,-0.8060982353095197
michalewicz,TrimmedMeanCenterStrategy,2,55,-1.8013034100985528
michalewicz,TrimmedMeanCenterStrategy,2,43,-1.8013034100985519
michalewicz,TrimmedMeanCenterStrategy,2,34534,-1.8013034100985528
michalewicz,TrimmedMeanCenterStrategy,2,22222,-1.8013034100985514
michalewicz,ArithmeticMeanCenterStrategy,5,42,-4.482263688283214
michalewicz,ArithmeticMeanCenterStrategy,5,123,-3.6945897964309795
michalewicz,ArithmeticMeanCenterStrategy,5,7,-2.96400085863186
michalewicz,ArithmeticMeanCenterStrategy,5,2024,-4.537656017870461
michalewicz,ArithmeticMeanCenterStrategy,5,999,-3.3472639033175957
michalewicz,ArithmeticMeanCenterStrategy,5,1,-3.5307175399050057
michalewicz,ArithmeticMeanCenterStrategy,5,314,-2.6945897964309786
michalewicz,ArithmeticMeanCenterStrategy,5,2718,-3.4958932065295323
michalewicz,ArithmeticMeanCenterStrategy,5,2023,-4.5376560178704635
michalewicz,ArithmeticMeanCenterStrategy,5,86,-3.5864361268119764
michalewicz,ArithmeticMeanCenterStrategy,5,1000,-4.048565067154484
michalewicz,ArithmeticMeanCenterStrategy,5,2000,-3.2113247009585435
michalewicz,ArithmeticMeanCenterStrategy,5,1232,-3.49589320652953
michalewicz,ArithmeticMeanCenterStrategy,5,10023,-4.537656017870459
michalewicz,ArithmeticMeanCenterStrategy,5,12,-4.717376871289463
michalewicz,ArithmeticMeanCenterStrategy,5,675,-4.483135733943154
michalewicz,ArithmeticMeanCenterStrategy,5,55,-3.6458953677471992
michalewicz,ArithmeticMeanCenterStrategy,5,43,-3.3331335727254547
michalewicz,ArithmeticMeanCenterStrategy,5,34534,-3.844591957648662
michalewicz,ArithmeticMeanCenterStrategy,5,22222,-3.749195760616063
michalewicz,MedianCenterStrategy,5,42,-4.687658179088143
michalewicz,MedianCenterStrategy,5,123,-3.8445919576486625
michalewicz,MedianCenterStrategy,5,7,-2.5785647479744562
michalewicz,MedianCenterStrategy,5,2024,0.5878838095045344
michalewicz,MedianCenterStrategy,5,999,-4.645895367747214
michalewicz,MedianCenterStrategy,5,1,-0.17774501278418423
michalewicz,MedianCenterStrategy,5,314,-3.8612155711625937
michalewicz,MedianCenterStrategy,5,2718,-3.7872458809904885
michalewicz,MedianCenterStrategy,5,2023,-3.6818323238446014
michalewicz,MedianCenterStrategy,5,86,-4.0771491709407
michalewicz,MedianCenterStrategy,5,1000,-0.5806658679795532
michalewicz,MedianCenterStrategy,5,2000,-3.694589796431022
michalewicz,MedianCenterStrategy,5,1232,-2.535689313914868
michalewicz,MedianCenterStrategy,5,10023,-0.23906424214176908
michalewicz,MedianCenterStrategy,5,12,-3.2533281593731003
michalewicz,MedianCenterStrategy,5,675,-3.6517861882280505
michalewicz,MedianCenterStrategy,5,55,-3.819273895082684
michalewicz,MedianCenterStrategy,5,43,-4.075196563054023
michalewicz,MedianCenterStrategy,5,34534,-3.6945897964309777
michalewicz,MedianCenterStrategy,5,22222,-3.6945897964309795
michalewicz,WeightedFitnessCenterStrategy,5,42,-0.17978131463707414
michalewicz,WeightedFitnessCenterStrategy,5,123,-0.7835671138564959
michalewicz,WeightedFitnessCenterStrategy,5,7,-3.5376560178704595
michalewicz,WeightedFitnessCenterStrategy,5,2024,2.0668207126785596
michalewicz,WeightedFitnessCenterStrategy,5,999,0.29714293207770043
michalewicz,WeightedFitnessCenterStrategy,5,1,-4.53765601787046
michalewicz,WeightedFitnessCenterStrategy,5,314,0.024908422448034095
michalewicz,WeightedFitnessCenterStrategy,5,2718,-0.22064528729618924
michalewicz,WeightedFitnessCenterStrategy,5,2023,0.5242317533623465
michalewicz,WeightedFitnessCenterStrategy,5,86,0.4939702259959282
michalewicz,WeightedFitnessCenterStrategy,5,1000,0.1056717045506519
michalewicz,WeightedFitnessCenterStrategy,5,2000,-0.3014788513188417
michalewicz,WeightedFitnessCenterStrategy,5,1232,-5.0013490086790456e-05
michalewicz,WeightedFitnessCenterStrategy,5,10023,-1.5323697691081815
michalewicz,WeightedFitnessCenterStrategy,5,12,0.2885760656262758
michalewicz,WeightedFitnessCenterStrategy,5,675,0.6939269707036722
michalewicz,WeightedFitnessCenterStrategy,5,55,-1.6528215855844333
michalewicz,WeightedFitnessCenterStrategy,5,43,-0.00032155008439087524
michalewicz,WeightedFitnessCenterStrategy,5,34534,-0.0008174398330184452
michalewicz,WeightedFitnessCenterStrategy,5,22222,-0.6979020261985571
michalewicz,WeightedRankCenterStrategy,5,42,-3.0698503926479743
michalewicz,WeightedRankCenterStrategy,5,123,-4.497077938515673
michalewicz,WeightedRankCenterStrategy,5,7,-3.6988570984666413
michalewicz,WeightedRankCenterStrategy,5,2024,-3.9777143968721336
michalewicz,WeightedRankCenterStrategy,5,999,-3.494334653321649
michalewicz,WeightedRankCenterStrategy,5,1,-3.5925082242133124
michalewicz,WeightedRankCenterStrategy,5,314,-3.6945897964309733
michalewicz,WeightedRankCenterStrategy,5,2718,-3.537656017870461
michalewicz,WeightedRankCenterStrategy,5,2023,-4.537084899550143
michalewicz,WeightedRankCenterStrategy,5,86,-3.5991935993983706
michalewicz,WeightedRankCenterStrategy,5,1000,-3.767059491599299
michalewicz,WeightedRankCenterStrategy,5,2000,-4.6624404575317575
michalewicz,WeightedRankCenterStrategy,5,1232,-4.211324700958545
michalewicz,WeightedRankCenterStrategy,5,10023,-2.3890267146587068
michalewicz,WeightedRankCenterStrategy,5,12,-3.686804097851211
michalewicz,WeightedRankCenterStrategy,5,675,-2.7491957606160478
michalewicz,WeightedRankCenterStrategy,5,55,-4.497077938515677
michalewicz,WeightedRankCenterStrategy,5,43,-3.453017772469944
michalewicz,WeightedRankCenterStrategy,5,34534,-4.269100103823314
michalewicz,WeightedRankCenterStrategy,5,22222,-3.883447487910423
michalewicz,TrimmedMeanCenterStrategy,5,42,-3.436433965594317
michalewicz,TrimmedMeanCenterStrategy,5,123,-4.36132686217623
michalewicz,TrimmedMeanCenterStrategy,5,7,-4.687658179088147
michalewicz,TrimmedMeanCenterStrategy,5,2024,-4.495893206529534
michalewicz,TrimmedMeanCenterStrategy,5,999,0.3039432040355035
michalewicz,TrimmedMeanCenterStrategy,5,1,1.057796491242166
michalewicz,TrimmedMeanCenterStrategy,5,314,-4.645895367747216
michalewicz,TrimmedMeanCenterStrategy,5,2718,-0.31625145479559563
michalewicz,TrimmedMeanCenterStrategy,5,2023,-3.586436126812001
michalewicz,TrimmedMeanCenterStrategy,5,86,-4.495893206529531
michalewicz,TrimmedMeanCenterStrategy,5,1000,0.5088610074396815
michalewicz,TrimmedMeanCenterStrategy,5,2000,-0.9226401343053219
michalewicz,TrimmedMeanCenterStrategy,5,1232,-0.4482017793507124
michalewicz,TrimmedMeanCenterStrategy,5,10023,-0.7499940325711418
michalewicz,TrimmedMeanCenterStrategy,5,12,0.7225216851826222
michalewicz,TrimmedMeanCenterStrategy,5,675,-2.6570942871257115
michalewicz,TrimmedMeanCenterStrategy,5,55,-4.495893206529531
michalewicz,TrimmedMeanCenterStrategy,5,43,-3.694589796431777
michalewicz,TrimmedMeanCenterStrategy,5,34534,-2.780315035295743
michalewicz,TrimmedMeanCenterStrategy,5,22222,-4.495893206529533
michalewicz,ArithmeticMeanCenterStrategy,10,42,-7.065233882804348
michalewicz,ArithmeticMeanCenterStrategy,10,123,-5.786688473851173
michalewicz,ArithmeticMeanCenterStrategy,10,7,-6.764724686449555
michalewicz,ArithmeticMeanCenterStrategy,10,2024,-8.867217344679172
michalewicz,ArithmeticMeanCenterStrategy,10,999,-8.528960901735358
michalewicz,ArithmeticMeanCenterStrategy,10,1,-6.992307939910681
michalewicz,ArithmeticMeanCenterStrategy,10,314,-8.18300097397415
michalewicz,ArithmeticMeanCenterStrategy,10,2718,-7.41904424943027
michalewicz,ArithmeticMeanCenterStrategy,10,2023,-8.912384721856805
michalewicz,ArithmeticMeanCenterStrategy,10,86,-8.349688765245157
michalewicz,ArithmeticMeanCenterStrategy,10,1000,-6.020323665834171
michalewicz,ArithmeticMeanCenterStrategy,10,2000,-8.383675486011905
michalewicz,ArithmeticMeanCenterStrategy,10,1232,-6.512981949130378
michalewicz,ArithmeticMeanCenterStrategy,10,10023,-8.754477637785747
michalewicz,ArithmeticMeanCenterStrategy,10,12,-5.111672518785614
michalewicz,ArithmeticMeanCenterStrategy,10,675,-7.037149247424129
michalewicz,ArithmeticMeanCenterStrategy,10,55,-7.755497062942109
michalewicz,ArithmeticMeanCenterStrategy,10,43,-5.7762457318245914
michalewicz,ArithmeticMeanCenterStrategy,10,34534,-6.449242922504637
michalewicz,ArithmeticMeanCenterStrategy,10,22222,-4.883789309065124
michalewicz,MedianCenterStrategy,10,42,-0.6742084639278808
michalewicz,MedianCenterStrategy,10,123,-0.00571817510211149
michalewicz,MedianCenterStrategy,10,7,-0.2793310265979443
michalewicz,MedianCenterStrategy,10,2024,-1.0876218427887299
michalewicz,MedianCenterStrategy,10,999,-1.9555960712047946
michalewicz,MedianCenterStrategy,10,1,-2.8670161364801015
michalewicz,MedianCenterStrategy,10,314,-2.30223150551542
michalewicz,MedianCenterStrategy,10,2718,-0.351277425202173
michalewicz,MedianCenterStrategy,10,2023,-0.8489202698478533
michalewicz,MedianCenterStrategy,10,86,-0.5400609483172634
michalewicz,MedianCenterStrategy,10,1000,-0.45247216119052636
michalewicz,MedianCenterStrategy,10,2000,1.1965408830528956
michalewicz,MedianCenterStrategy,10,1232,-0.001982810830248137
michalewicz,MedianCenterStrategy,10,10023,-0.6301940898540443
michalewicz,MedianCenterStrategy,10,12,-1.126482029706183
michalewicz,MedianCenterStrategy,10,675,-2.940773649198858
michalewicz,MedianCenterStrategy,10,55,0.6503519271341114
michalewicz,MedianCenterStrategy,10,43,-1.4788451520415307
michalewicz,MedianCenterStrategy,10,34534,-0.5891899654063957
michalewicz,MedianCenterStrategy,10,22222,-0.8297430850607286
michalewicz,WeightedFitnessCenterStrategy,10,42,0.7598345100300239
michalewicz,WeightedFitnessCenterStrategy,10,123,-6.88686435385688
michalewicz,WeightedFitnessCenterStrategy,10,7,0.024411967346257724
michalewicz,WeightedFitnessCenterStrategy,10,2024,0.7971674136272475
michalewicz,WeightedFitnessCenterStrategy,10,999,-4.948836687671611
michalewicz,WeightedFitnessCenterStrategy,10,1,-0.7658981510888603
michalewicz,WeightedFitnessCenterStrategy,10,314,-7.3293735051541535
michalewicz,WeightedFitnessCenterStrategy,10,2718,-6.8920340629169345
michalewicz,WeightedFitnessCenterStrategy,10,2023,-7.459213335978223
michalewicz,WeightedFitnessCenterStrategy,10,86,2.1880231975604136
michalewicz,WeightedFitnessCenterStrategy,10,1000,-6.170402666276624
michalewicz,WeightedFitnessCenterStrategy,10,2000,0.3008063533782584
michalewicz,WeightedFitnessCenterStrategy,10,1232,-0.45258473028355856
michalewicz,WeightedFitnessCenterStrategy,10,10023,0.8468479772504526
michalewicz,WeightedFitnessCenterStrategy,10,12,-6.33052420380837
michalewicz,WeightedFitnessCenterStrategy,10,675,0.5853383525628808
michalewicz,WeightedFitnessCenterStrategy,10,55,-7.939698943390976
michalewicz,WeightedFitnessCenterStrategy,10,43,1.0605224269466051
michalewicz,WeightedFitnessCenterStrategy,10,34534,-6.71360175236264
michalewicz,WeightedFitnessCenterStrategy,10,22222,-5.979405962002668
michalewicz,WeightedRankCenterStrategy,10,42,-1.004034945563478
michalewicz,WeightedRankCenterStrategy,10,123,-8.99538578661252
michalewicz,WeightedRankCenterStrategy,10,7,-0.7116859860478865
michalewicz,WeightedRankCenterStrategy,10,2024,-0.8216620861315691
michalewicz,WeightedRankCenterStrategy,10,999,-0.3735370793438433
michalewicz,WeightedRankCenterStrategy,10,1,0.8402859067731786
michalewicz,WeightedRankCenterStrategy,10,314,-1.3147021920661548
michalewicz,WeightedRankCenterStrategy,10,2718,-0.7402414794809085
michalewicz,WeightedRankCenterStrategy,10,2023,-0.06352685429285435
michalewicz,WeightedRankCenterStrategy,10,86,-7.310992719890929
michalewicz,WeightedRankCenterStrategy,10,1000,-0.2071139243371945
michalewicz,WeightedRankCenterStrategy,10,2000,-7.17583677969871
michalewicz,WeightedRankCenterStrategy,10,1232,-6.182732631879782
michalewicz,WeightedRankCenterStrategy,10,10023,-0.9624411352279266
michalewicz,WeightedRankCenterStrategy,10,12,-0.09502026093244025
michalewicz,WeightedRankCenterStrategy,10,675,0.2578987838960377
michalewicz,WeightedRankCenterStrategy,10,55,-0.44885695125716935
michalewicz,WeightedRankCenterStrategy,10,43,0.17053355049225172
michalewicz,WeightedRankCenterStrategy,10,34534,-8.108680689946315
michalewicz,WeightedRankCenterStrategy,10,22222,-8.205200926194594
michalewicz,TrimmedMeanCenterStrategy,10,42,-0.0248266898227249
michalewicz,TrimmedMeanCenterStrategy,10,123,-0.08488474317052098
michalewicz,TrimmedMeanCenterStrategy,10,7,-0.5536736668715599
michalewicz,TrimmedMeanCenterStrategy,10,2024,-1.1177015937520947
michalewicz,TrimmedMeanCenterStrategy,10,999,0.8952711397772489
michalewicz,TrimmedMeanCenterStrategy,10,1,-1.0564123787169828
michalewicz,TrimmedMeanCenterStrategy,10,314,0.2043846338723266
michalewicz,TrimmedMeanCenterStrategy,10,2718,-0.6250259219541385
michalewicz,TrimmedMeanCenterStrategy,10,2023,0.28195453467701914
michalewicz,TrimmedMeanCenterStrategy,10,86,0.21606366454813494
michalewicz,TrimmedMeanCenterStrategy,10,1000,-0.2393868074260153
michalewicz,TrimmedMeanCenterStrategy,10,2000,1.1279446399956068
michalewicz,TrimmedMeanCenterStrategy,10,1232,0.4005255769160538
michalewicz,TrimmedMeanCenterStrategy,10,10023,-0.6262971395320304
michalewicz,TrimmedMeanCenterStrategy,10,12,-0.8263691534963106
michalewicz,TrimmedMeanCenterStrategy,10,675,0.9578007706156707
michalewicz,TrimmedMeanCenterStrategy,10,55,1.1619997531609225
michalewicz,TrimmedMeanCenterStrategy,10,43,0.33867476896395227
michalewicz,TrimmedMeanCenterStrategy,10,34534,0.18997355295007584
michalewicz,TrimmedMeanCenterStrategy,10,22222,-7.901514213767044
michalewicz,ArithmeticMeanCenterStrategy,20,42,-12.524161738551028
michalewicz,ArithmeticMeanCenterStrategy,20,123,-11.887118186775465
michalewicz,ArithmeticMeanCenterStrategy,20,7,-13.596380486725748
michalewicz,ArithmeticMeanCenterStrategy,20,2024,-13.275450489704157
michalewicz,ArithmeticMeanCenterStrategy,20,999,-15.328890332424928
michalewicz,ArithmeticMeanCenterStrategy,20,1,-11.613387477005064
michalewicz,ArithmeticMeanCenterStrategy,20,314,-14.160363185256635
michalewicz,ArithmeticMeanCenterStrategy,20,2718,-14.756384203393372
michalewicz,ArithmeticMeanCenterStrategy,20,2023,-14.218857502496931
michalewicz,ArithmeticMeanCenterStrategy,20,86,-10.489606200264953
michalewicz,ArithmeticMeanCenterStrategy,20,1000,-11.34861333266124
michalewicz,ArithmeticMeanCenterStrategy,20,2000,-14.19929385141761
michalewicz,ArithmeticMeanCenterStrategy,20,1232,-12.28561850609048
michalewicz,ArithmeticMeanCenterStrategy,20,10023,-17.41604539362557
michalewicz,ArithmeticMeanCenterStrategy,20,12,-12.658858272964746
michalewicz,ArithmeticMeanCenterStrategy,20,675,-16.256114935358987
michalewicz,ArithmeticMeanCenterStrategy,20,55,-13.94421155287009
michalewicz,ArithmeticMeanCenterStrategy,20,43,-12.750036018485233
michalewicz,ArithmeticMeanCenterStrategy,20,34534,-9.68037603492432
michalewicz,ArithmeticMeanCenterStrategy,20,22222,-14.47376980895495
michalewicz,MedianCenterStrategy,20,42,1.4913210201061864
michalewicz,MedianCenterStrategy,20,123,0.09829938156214175
michalewicz,MedianCenterStrategy,20,7,-2.458596409426213
michalewicz,MedianCenterStrategy,20,2024,0.5654908967867374
michalewicz,MedianCenterStrategy,20,999,-0.972517207757362
michalewicz,MedianCenterStrategy,20,1,-0.38887319182726315
michalewicz,MedianCenterStrategy,20,314,0.3807299558799904
michalewicz,MedianCenterStrategy,20,2718,1.7966319040801952
michalewicz,MedianCenterStrategy,20,2023,0.8917326162740421
michalewicz,MedianCenterStrategy,20,86,-1.097870468617949
michalewicz,MedianCenterStrategy,20,1000,-0.009117673300855333
michalewicz,MedianCenterStrategy,20,2000,1.697817687086657
michalewicz,MedianCenterStrategy,20,1232,-1.0542640329400215
michalewicz,MedianCenterStrategy,20,10023,0.9267980811428561
michalewicz,MedianCenterStrategy,20,12,0.1958383209695191
michalewicz,MedianCenterStrategy,20,675,-1.350552632918502
michalewicz,MedianCenterStrategy,20,55,1.493127670016799
michalewicz,MedianCenterStrategy,20,43,0.43004578635810276
michalewicz,MedianCenterStrategy,20,34534,1.1615162100005259
michalewicz,MedianCenterStrategy,20,22222,-2.3258383675471803
michalewicz,WeightedFitnessCenterStrategy,20,42,0.4074109511869545
michalewicz,WeightedFitnessCenterStrategy,20,123,-14.74022132664401
michalewicz,WeightedFitnessCenterStrategy,20,7,-0.31708795646607624
michalewicz,WeightedFitnessCenterStrategy,20,2024,0.6160432002552434
michalewicz,WeightedFitnessCenterStrategy,20,999,-0.13157532172888223
michalewicz,WeightedFitnessCenterStrategy,20,1,0.808905888763452
michalewicz,WeightedFitnessCenterStrategy,20,314,0.9716803897824721
michalewicz,WeightedFitnessCenterStrategy,20,2718,0.6747748764183333
michalewicz,WeightedFitnessCenterStrategy,20,2023,-1.585544392582117
michalewicz,WeightedFitnessCenterStrategy,20,86,0.6425232430730958
michalewicz,WeightedFitnessCenterStrategy,20,1000,1.0305496363562483
michalewicz,WeightedFitnessCenterStrategy,20,2000,-0.7199339477577952
michalewicz,WeightedFitnessCenterStrategy,20,1232,-1.15659617152097
michalewicz,WeightedFitnessCenterStrategy,20,10023,2.266686390772591
michalewicz,WeightedFitnessCenterStrategy,20,12,-0.7926113012715224
michalewicz,WeightedFitnessCenterStrategy,20,675,0.44261730328496207
michalewicz,WeightedFitnessCenterStrategy,20,55,-0.059619613461727054
michalewicz,WeightedFitnessCenterStrategy,20,43,-1.3068175421547066
michalewicz,WeightedFitnessCenterStrategy,20,34534,-11.338549735606156
michalewicz,WeightedFitnessCenterStrategy,20,22222,1.0259006195911755
michalewicz,WeightedRankCenterStrategy,20,42,0.4170833609163509
michalewicz,WeightedRankCenterStrategy,20,123,0.8855208893804246
michalewicz,WeightedRankCenterStrategy,20,7,1.4778715330588772
michalewicz,WeightedRankCenterStrategy,20,2024,-0.23243315687959532
michalewicz,WeightedRankCenterStrategy,20,999,2.4507770117252714
michalewicz,WeightedRankCenterStrategy,20,1,-0.3931528724120391
michalewicz,WeightedRankCenterStrategy,20,314,2.9907486924670335
michalewicz,WeightedRankCenterStrategy,20,2718,1.7116292215457078
michalewicz,WeightedRankCenterStrategy,20,2023,-1.0028209644910395
michalewicz,WeightedRankCenterStrategy,20,86,-1.4587704537379258
michalewicz,WeightedRankCenterStrategy,20,1000,1.2261532163710984
michalewicz,WeightedRankCenterStrategy,20,2000,-0.18681538551765875
michalewicz,WeightedRankCenterStrategy,20,1232,-0.5042460594734587
michalewicz,WeightedRankCenterStrategy,20,10023,-1.1256650676010291
michalewicz,WeightedRankCenterStrategy,20,12,-0.10167614933234356
michalewicz,WeightedRankCenterStrategy,20,675,0.7065427824391034
michalewicz,WeightedRankCenterStrategy,20,55,-0.2671395067923832
michalewicz,WeightedRankCenterStrategy,20,43,-3.257993395585122
michalewicz,WeightedRankCenterStrategy,20,34534,1.5555077982367274
michalewicz,WeightedRankCenterStrategy,20,22222,1.46113831013613
michalewicz,TrimmedMeanCenterStrategy,20,42,1.7583271069638498
michalewicz,TrimmedMeanCenterStrategy,20,123,0.2818905969248423
michalewicz,TrimmedMeanCenterStrategy,20,7,-0.5152865939820063
michalewicz,TrimmedMeanCenterStrategy,20,2024,1.5248676643373287
michalewicz,TrimmedMeanCenterStrategy,20,999,-1.5747763514048265
michalewicz,TrimmedMeanCenterStrategy,20,1,1.5983541008995141
michalewicz,TrimmedMeanCenterStrategy,20,314,-0.6613736194181863
michalewicz,TrimmedMeanCenterStrategy,20,2718,-1.2418424052737345
michalewicz,TrimmedMeanCenterStrategy,20,2023,1.3988075281665513
michalewicz,TrimmedMeanCenterStrategy,20,86,-2.188934158364928
michalewicz,TrimmedMeanCenterStrategy,20,1000,0.9453207666403711
michalewicz,TrimmedMeanCenterStrategy,20,2000,-1.8692677408234075
michalewicz,TrimmedMeanCenterStrategy,20,1232,0.8968178098251121
michalewicz,TrimmedMeanCenterStrategy,20,10023,-0.06556336692369424
michalewicz,TrimmedMeanCenterStrategy,20,12,-0.13953135754841467
